RUN	pokemonapi.RefulTask	refultask	1720827144073	 	3.11.3
REQUEST		POST task	1720827160343	1720827161444	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827161445
ERROR	GET task: No attribute named 'thiis' is defined 	1720827161445
USER	Task API Test	END	1720827161446
USER	Task API Test	START	1720827161446
REQUEST		POST task	1720827161207	1720827161520	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827161520
ERROR	GET task: No attribute named 'thiis' is defined 	1720827161521
USER	Task API Test	END	1720827161521
USER	Task API Test	START	1720827161522
REQUEST		POST task	1720827161190	1720827161521	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827161522
ERROR	GET task: No attribute named 'thiis' is defined 	1720827161522
USER	Task API Test	END	1720827161522
USER	Task API Test	START	1720827161523
REQUEST		POST task	1720827161203	1720827161549	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827161550
ERROR	GET task: No attribute named 'thiis' is defined 	1720827161550
USER	Task API Test	END	1720827161550
USER	Task API Test	START	1720827161551
REQUEST		POST task	1720827161258	1720827161606	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827161607
ERROR	GET task: No attribute named 'thiis' is defined 	1720827161607
USER	Task API Test	END	1720827161607
USER	Task API Test	START	1720827161608
REQUEST		POST task	1720827161351	1720827161687	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827161688
ERROR	GET task: No attribute named 'thiis' is defined 	1720827161688
USER	Task API Test	END	1720827161689
USER	Task API Test	START	1720827161690
REQUEST		POST task	1720827160711	1720827161794	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827161795
ERROR	GET task: No attribute named 'thiis' is defined 	1720827161795
USER	Task API Test	END	1720827161796
USER	Task API Test	START	1720827161797
REQUEST		POST task	1720827161523	1720827161846	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827161847
ERROR	GET task: No attribute named 'thiis' is defined 	1720827161847
USER	Task API Test	END	1720827161847
USER	Task API Test	START	1720827161848
REQUEST		POST task	1720827161550	1720827161876	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827161877
ERROR	GET task: No attribute named 'thiis' is defined 	1720827161877
USER	Task API Test	END	1720827161877
USER	Task API Test	START	1720827161878
REQUEST		POST task	1720827160799	1720827161880	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827161881
ERROR	GET task: No attribute named 'thiis' is defined 	1720827161881
USER	Task API Test	END	1720827161881
USER	Task API Test	START	1720827161882
REQUEST		POST task	1720827161607	1720827161933	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827161934
ERROR	GET task: No attribute named 'thiis' is defined 	1720827161934
USER	Task API Test	END	1720827161935
USER	Task API Test	START	1720827161935
REQUEST		POST task	1720827160870	1720827161956	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827161956
ERROR	GET task: No attribute named 'thiis' is defined 	1720827161956
USER	Task API Test	END	1720827161957
USER	Task API Test	START	1720827161957
REQUEST		POST task	1720827160962	1720827161987	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827161987
ERROR	GET task: No attribute named 'thiis' is defined 	1720827161987
USER	Task API Test	END	1720827161987
USER	Task API Test	START	1720827161988
REQUEST		POST task	1720827161796	1720827162150	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162151
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162151
USER	Task API Test	END	1720827162151
USER	Task API Test	START	1720827162152
REQUEST		POST task	1720827161848	1720827162210	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162211
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162211
USER	Task API Test	END	1720827162211
USER	Task API Test	START	1720827162212
REQUEST		POST task	1720827161877	1720827162230	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162231
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162231
USER	Task API Test	END	1720827162231
USER	Task API Test	START	1720827162232
REQUEST		POST task	1720827161935	1720827162251	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162251
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162252
USER	Task API Test	END	1720827162252
USER	Task API Test	START	1720827162253
REQUEST		POST task	1720827161957	1720827162286	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162287
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162287
USER	Task API Test	END	1720827162287
USER	Task API Test	START	1720827162288
REQUEST		POST task	1720827161988	1720827162317	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162318
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162318
USER	Task API Test	END	1720827162319
USER	Task API Test	START	1720827162319
REQUEST		POST task	1720827162152	1720827162472	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162473
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162473
USER	Task API Test	END	1720827162473
USER	Task API Test	START	1720827162474
REQUEST		POST task	1720827161446	1720827162515	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162516
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162516
USER	Task API Test	END	1720827162516
USER	Task API Test	START	1720827162517
REQUEST		POST task	1720827161521	1720827162538	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162539
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162539
USER	Task API Test	END	1720827162539
USER	Task API Test	START	1720827162540
REQUEST		POST task	1720827162232	1720827162549	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162550
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162550
USER	Task API Test	END	1720827162550
USER	Task API Test	START	1720827162551
REQUEST		POST task	1720827162212	1720827162584	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162585
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162585
USER	Task API Test	END	1720827162585
USER	Task API Test	START	1720827162586
REQUEST		POST task	1720827162288	1720827162625	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162625
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162625
USER	Task API Test	END	1720827162626
USER	Task API Test	START	1720827162626
REQUEST		POST task	1720827162319	1720827162628	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162629
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162629
USER	Task API Test	END	1720827162629
USER	Task API Test	START	1720827162630
REQUEST		POST task	1720827161689	1720827162764	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162764
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162765
USER	Task API Test	END	1720827162765
USER	Task API Test	START	1720827162766
REQUEST		POST task	1720827162473	1720827162790	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162791
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162791
USER	Task API Test	END	1720827162791
USER	Task API Test	START	1720827162792
REQUEST		POST task	1720827162539	1720827162856	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162857
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162857
USER	Task API Test	END	1720827162858
USER	Task API Test	START	1720827162858
REQUEST		POST task	1720827162551	1720827162893	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162894
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162894
USER	Task API Test	END	1720827162894
USER	Task API Test	START	1720827162895
REQUEST		POST task	1720827162586	1720827162908	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162908
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162909
USER	Task API Test	END	1720827162909
USER	Task API Test	START	1720827162909
REQUEST		POST task	1720827162626	1720827162949	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162949
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162949
USER	Task API Test	END	1720827162950
USER	Task API Test	START	1720827162950
REQUEST		POST task	1720827161882	1720827162963	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827162963
ERROR	GET task: No attribute named 'thiis' is defined 	1720827162963
USER	Task API Test	END	1720827162964
USER	Task API Test	START	1720827162964
REQUEST		POST task	1720827162765	1720827163100	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163101
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163101
USER	Task API Test	END	1720827163101
USER	Task API Test	START	1720827163102
REQUEST		POST task	1720827162792	1720827163116	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163117
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163117
USER	Task API Test	END	1720827163117
USER	Task API Test	START	1720827163118
REQUEST		POST task	1720827162894	1720827163220	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163220
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163221
USER	Task API Test	END	1720827163221
USER	Task API Test	START	1720827163222
REQUEST		POST task	1720827162909	1720827163250	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163250
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163250
USER	Task API Test	END	1720827163251
USER	Task API Test	START	1720827163251
REQUEST		POST task	1720827162252	1720827163348	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163349
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163349
USER	Task API Test	END	1720827163349
USER	Task API Test	START	1720827163350
REQUEST		POST task	1720827163102	1720827163438	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163439
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163439
USER	Task API Test	END	1720827163440
USER	Task API Test	START	1720827163441
REQUEST		POST task	1720827163221	1720827163542	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163543
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163543
USER	Task API Test	END	1720827163544
USER	Task API Test	START	1720827163544
REQUEST		POST task	1720827163251	1720827163563	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163564
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163564
USER	Task API Test	END	1720827163564
USER	Task API Test	START	1720827163565
REQUEST		POST task	1720827162517	1720827163604	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163605
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163605
USER	Task API Test	END	1720827163605
USER	Task API Test	START	1720827163605
REQUEST		POST task	1720827163349	1720827163688	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163688
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163689
USER	Task API Test	END	1720827163689
USER	Task API Test	START	1720827163690
REQUEST		POST task	1720827162630	1720827163702	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163702
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163703
USER	Task API Test	END	1720827163703
USER	Task API Test	START	1720827163703
REQUEST		POST task	1720827163440	1720827163784	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163785
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163785
USER	Task API Test	END	1720827163786
USER	Task API Test	START	1720827163786
REQUEST		POST task	1720827163544	1720827163862	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163863
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163863
USER	Task API Test	END	1720827163863
USER	Task API Test	START	1720827163864
REQUEST		POST task	1720827163605	1720827163923	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163924
REQUEST		POST task	1720827163564	1720827163924	KO	status.find.is(200), but actually found 405
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163924
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163924
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163924
USER	Task API Test	END	1720827163925
USER	Task API Test	END	1720827163925
USER	Task API Test	START	1720827163926
USER	Task API Test	START	1720827163926
REQUEST		POST task	1720827162964	1720827163939	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163940
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163940
USER	Task API Test	END	1720827163940
USER	Task API Test	START	1720827163940
REQUEST		POST task	1720827162858	1720827163942	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827163942
ERROR	GET task: No attribute named 'thiis' is defined 	1720827163942
USER	Task API Test	END	1720827163943
USER	Task API Test	START	1720827163943
REQUEST		POST task	1720827163703	1720827164020	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164021
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164021
USER	Task API Test	END	1720827164022
USER	Task API Test	START	1720827164022
REQUEST		POST task	1720827163689	1720827164047	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164048
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164048
USER	Task API Test	END	1720827164049
USER	Task API Test	START	1720827164049
REQUEST		POST task	1720827162950	1720827164089	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164090
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164090
USER	Task API Test	END	1720827164090
USER	Task API Test	START	1720827164091
REQUEST		POST task	1720827163786	1720827164099	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164099
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164099
USER	Task API Test	END	1720827164100
USER	Task API Test	START	1720827164100
REQUEST		POST task	1720827163118	1720827164182	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164183
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164183
USER	Task API Test	END	1720827164184
USER	Task API Test	START	1720827164184
REQUEST		POST task	1720827163926	1720827164263	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164264
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164264
USER	Task API Test	END	1720827164264
USER	Task API Test	START	1720827164265
REQUEST		POST task	1720827163940	1720827164270	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164271
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164271
USER	Task API Test	END	1720827164271
REQUEST		POST task	1720827163943	1720827164271	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164271
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164271
USER	Task API Test	END	1720827164272
USER	Task API Test	START	1720827164272
USER	Task API Test	START	1720827164272
REQUEST		POST task	1720827164022	1720827164339	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164340
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164340
USER	Task API Test	END	1720827164340
USER	Task API Test	START	1720827164341
REQUEST		POST task	1720827164049	1720827164372	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164373
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164374
USER	Task API Test	END	1720827164374
USER	Task API Test	START	1720827164375
REQUEST		POST task	1720827164100	1720827164422	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164423
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164423
USER	Task API Test	END	1720827164424
USER	Task API Test	START	1720827164425
REQUEST		POST task	1720827164090	1720827164430	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164431
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164431
USER	Task API Test	END	1720827164431
USER	Task API Test	START	1720827164432
REQUEST		POST task	1720827164184	1720827164529	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164529
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164529
USER	Task API Test	END	1720827164529
USER	Task API Test	START	1720827164530
REQUEST		POST task	1720827164272	1720827164583	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164584
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164584
USER	Task API Test	END	1720827164584
REQUEST		POST task	1720827164265	1720827164584	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164584
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164584
USER	Task API Test	END	1720827164585
USER	Task API Test	START	1720827164585
USER	Task API Test	START	1720827164586
REQUEST		POST task	1720827164272	1720827164590	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164590
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164590
USER	Task API Test	END	1720827164590
USER	Task API Test	START	1720827164591
REQUEST		POST task	1720827164424	1720827164744	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164745
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164745
USER	Task API Test	END	1720827164746
USER	Task API Test	START	1720827164747
REQUEST		POST task	1720827164530	1720827164839	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164840
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164840
USER	Task API Test	END	1720827164841
USER	Task API Test	START	1720827164842
REQUEST		POST task	1720827164585	1720827164902	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164903
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164903
USER	Task API Test	END	1720827164903
USER	Task API Test	START	1720827164904
REQUEST		POST task	1720827164585	1720827164921	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164922
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164922
USER	Task API Test	END	1720827164922
USER	Task API Test	START	1720827164923
REQUEST		POST task	1720827163925	1720827164953	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164954
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164954
USER	Task API Test	END	1720827164954
USER	Task API Test	START	1720827164955
REQUEST		POST task	1720827163864	1720827164976	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827164977
ERROR	GET task: No attribute named 'thiis' is defined 	1720827164977
USER	Task API Test	END	1720827164977
USER	Task API Test	START	1720827164978
REQUEST		POST task	1720827164746	1720827165066	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165067
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165067
USER	Task API Test	END	1720827165067
USER	Task API Test	START	1720827165068
REQUEST		POST task	1720827164841	1720827165163	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165164
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165164
USER	Task API Test	END	1720827165165
USER	Task API Test	START	1720827165165
REQUEST		POST task	1720827164904	1720827165238	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165238
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165239
USER	Task API Test	END	1720827165239
USER	Task API Test	START	1720827165240
REQUEST		POST task	1720827164923	1720827165261	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165261
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165261
USER	Task API Test	END	1720827165262
USER	Task API Test	START	1720827165263
REQUEST		POST task	1720827164955	1720827165293	KO	status.find.is(200), but actually found 405
REQUEST		POST task	1720827164978	1720827165293	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165293
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165293
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165293
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165294
USER	Task API Test	END	1720827165294
USER	Task API Test	END	1720827165294
USER	Task API Test	START	1720827165294
USER	Task API Test	START	1720827165295
REQUEST		POST task	1720827164341	1720827165381	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165382
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165382
USER	Task API Test	END	1720827165382
USER	Task API Test	START	1720827165383
REQUEST		POST task	1720827165068	1720827165400	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165401
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165401
USER	Task API Test	END	1720827165401
USER	Task API Test	START	1720827165402
REQUEST		POST task	1720827165165	1720827165484	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165484
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165484
USER	Task API Test	END	1720827165485
USER	Task API Test	START	1720827165485
REQUEST		POST task	1720827164432	1720827165526	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165527
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165527
USER	Task API Test	END	1720827165528
USER	Task API Test	START	1720827165528
REQUEST		POST task	1720827165262	1720827165582	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165583
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165583
USER	Task API Test	END	1720827165583
USER	Task API Test	START	1720827165584
REQUEST		POST task	1720827165295	1720827165618	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165618
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165618
USER	Task API Test	END	1720827165619
USER	Task API Test	START	1720827165619
REQUEST		POST task	1720827165294	1720827165626	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165626
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165626
USER	Task API Test	END	1720827165626
USER	Task API Test	START	1720827165627
REQUEST		POST task	1720827164590	1720827165699	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165699
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165699
USER	Task API Test	END	1720827165699
USER	Task API Test	START	1720827165700
REQUEST		POST task	1720827164374	1720827165712	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165713
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165713
USER	Task API Test	END	1720827165713
USER	Task API Test	START	1720827165714
REQUEST		POST task	1720827165383	1720827165720	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165720
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165720
USER	Task API Test	END	1720827165721
USER	Task API Test	START	1720827165721
REQUEST		POST task	1720827165401	1720827165729	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165730
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165730
USER	Task API Test	END	1720827165730
USER	Task API Test	START	1720827165731
REQUEST		POST task	1720827165485	1720827165810	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165811
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165811
USER	Task API Test	END	1720827165811
USER	Task API Test	START	1720827165812
REQUEST		POST task	1720827165528	1720827165855	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165856
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165856
USER	Task API Test	END	1720827165856
USER	Task API Test	START	1720827165857
REQUEST		POST task	1720827165584	1720827165925	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165926
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165926
USER	Task API Test	END	1720827165927
USER	Task API Test	START	1720827165927
REQUEST		POST task	1720827165619	1720827165962	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827165963
ERROR	GET task: No attribute named 'thiis' is defined 	1720827165963
USER	Task API Test	END	1720827165963
USER	Task API Test	START	1720827165964
REQUEST		POST task	1720827165713	1720827166030	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166031
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166031
USER	Task API Test	END	1720827166031
USER	Task API Test	START	1720827166032
REQUEST		POST task	1720827165700	1720827166047	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166047
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166047
USER	Task API Test	END	1720827166047
USER	Task API Test	START	1720827166048
REQUEST		POST task	1720827165721	1720827166057	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166057
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166057
USER	Task API Test	END	1720827166058
USER	Task API Test	START	1720827166058
REQUEST		POST task	1720827165731	1720827166093	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166094
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166094
USER	Task API Test	END	1720827166094
USER	Task API Test	START	1720827166095
REQUEST		POST task	1720827165812	1720827166178	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166179
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166179
USER	Task API Test	END	1720827166179
USER	Task API Test	START	1720827166180
REQUEST		POST task	1720827165927	1720827166236	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166236
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166236
USER	Task API Test	END	1720827166237
USER	Task API Test	START	1720827166237
REQUEST		POST task	1720827165963	1720827166292	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166292
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166292
USER	Task API Test	END	1720827166293
USER	Task API Test	START	1720827166293
REQUEST		POST task	1720827165239	1720827166334	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166335
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166335
USER	Task API Test	END	1720827166336
USER	Task API Test	START	1720827166336
REQUEST		POST task	1720827166032	1720827166340	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827166341
ERROR	GET task: No attribute named 'thiis' is defined 	1720827166341
USER	Task API Test	END	1720827166341
